kind,class_source,field_source,destination_name,suggested_name,unresolved_tokens,xpath_hint
class-field,gest.typePrev.TypePrev,mSuivreDateDernPrevDansDossPrev,suivreDateDernPrevDansDossPrev,suivreDateDernPrevisionDansDossPrevision,Date|Dern|Dans|Doss,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mSuivreDateDernPrevDansDossPrev']
class-field,gest.typePrev.TypePrev,mSurveyWebUUID,surveyWebUUID,surveyWebUuid,Web|UUID,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mSurveyWebUUID']
class-field,gest.typePrev.TypePrev,mTousTypeAnom,tousTypeAnom,tousTypeAnom,tous|Type|Anom,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mTousTypeAnom']
class-field,gest.typePrev.TypePrev,mUtiliseFormElec,utiliseFormElec,utiliseFormElec,Form|Elec,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mUtiliseFormElec']
class-field,gest.typePrev.TypePrev,mVectIDTypeAnom,listeIdTypeAnom,listeIdTypeAnom,Type|Anom,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mVectIDTypeAnom']
class-field,gest.typePrev.TypePrev,mVectTypeAnom,listeTypeAnom,listeTypeAnom,Type|Anom,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mVectTypeAnom']
class-field,gest.typePrev.TypePrev,mVectTypeChampPerso,listeTypeChampPerso,listeTypeChampPerso,Type,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mVectTypeChampPerso']
class-field,gest.typePrev.TypePrev,mVectAssocExtraDataCP,listeAssocExtraDataCP,listeAssociationExtraDataCodePostal,Data,/classes/class[@source='gest.typePrev.TypePrev']/field[@source='mVectAssocExtraDataCP']
class-field,gest.utilGroupe.DroitAcces,mFiltreDossPrev,filtreDossPrev,filtreDossPrevision,Doss,/classes/class[@source='gest.utilGroupe.DroitAcces']/field[@source='mFiltreDossPrev']
class-field,gest.utilGroupe.DroitAcces,mSetDroits,setDroits,setDroits,set,/classes/class[@source='gest.utilGroupe.DroitAcces']/field[@source='mSetDroits']
class-field,gest.utilGroupe.Utilisateur,mCodeUtil,codeUtil,codeUtil,code|Util,/classes/class[@source='gest.utilGroupe.Utilisateur']/field[@source='mCodeUtil']
class-field,gest.utilGroupe.Utilisateur,mCodeUtilDSI2003,codeUtilDSI2003,codeUtilDsi2003,code|Util|DSI|2003,/classes/class[@source='gest.utilGroupe.Utilisateur']/field[@source='mCodeUtilDSI2003']
class-field,gest.utilGroupe.Utilisateur,mEtat,etat,etat,etat,/classes/class[@source='gest.utilGroupe.Utilisateur']/field[@source='mEtat']
class-field,gest.utilGroupe.Utilisateur,mMotPasse,motPasse,motPasse,mot,/classes/class[@source='gest.utilGroupe.Utilisateur']/field[@source='mMotPasse']
class-field,gest.utilGroupe.Utilisateur,mMotPasseDSI2003,motPasseDSI2003,motPasseDsi2003,mot|DSI|2003,/classes/class[@source='gest.utilGroupe.Utilisateur']/field[@source='mMotPasseDSI2003']
class-field,gest.utilGroupe.Utilisateur,mTypeLicence,typeLicence,typeLicence,type,/classes/class[@source='gest.utilGroupe.Utilisateur']/field[@source='mTypeLicence']
class-field,gest.utilGroupe.Utilisateur,mUtilCarto,utilCarto,utilCarto,util,/classes/class[@source='gest.utilGroupe.Utilisateur']/field[@source='mUtilCarto']
class-field,gest.utilGroupe.Utilisateur,mVectIDSSSI,listeIdsSSI,listeIdsSsi,SSI,/classes/class[@source='gest.utilGroupe.Utilisateur']/field[@source='mVectIDSSSI']
class-field,gest.utilGroupe.Utilisateur,mVectLicConcur,listeLicConcur,listeLicConcur,Lic,/classes/class[@source='gest.utilGroupe.Utilisateur']/field[@source='mVectLicConcur']
class-field,gest.vehicule.Vehicule,mCodeRAO,codeRAO,codeRao,code|RAO,/classes/class[@source='gest.vehicule.Vehicule']/field[@source='mCodeRAO']
class-field,gest.vehicule.Vehicule,mVectPer,listePer,listePer,Per,/classes/class[@source='gest.vehicule.Vehicule']/field[@source='mVectPer']
class-field,gest.vehicule.Vehicule,mVehiculePR,vehiculePR,vehiculePr,PR,/classes/class[@source='gest.vehicule.Vehicule']/field[@source='mVehiculePR']
class-field,java.awt.Color,cs,cs,cs,cs,/classes/class[@source='java.awt.Color']/field[@source='cs']
class-field,java.awt.color.ColorSpace,type,type,type,type,/classes/class[@source='java.awt.color.ColorSpace']/field[@source='type']
class-field,java.lang.Class,com.db4o.config.TClass,TClass,tClass,T,/classes/class[@source='java.lang.Class']/field[@source='com.db4o.config.TClass']
class-field,java.util.AbstractCollection,com.db4o.config.TCollection,TCollection,tCollection,T,/classes/class[@source='java.util.AbstractCollection']/field[@source='com.db4o.config.TCollection']
class-field,java.util.AbstractList,com.db4o.config.TNull,TNull,tNull,T|Null,/classes/class[@source='java.util.AbstractList']/field[@source='com.db4o.config.TNull']
class-field,java.util.AbstractSet,com.db4o.config.TNull,TNull,tNull,T|Null,/classes/class[@source='java.util.AbstractSet']/field[@source='com.db4o.config.TNull']
class-field,java.util.HashSet,com.db4o.config.TNull,TNull,tNull,T|Null,/classes/class[@source='java.util.HashSet']/field[@source='com.db4o.config.TNull']
class-field,java.util.Hashtable,com.db4o.config.THashtable,THashtable,tHashtable,T,/classes/class[@source='java.util.Hashtable']/field[@source='com.db4o.config.THashtable']
class-field,java.util.UUID,leastSigBits,leastSigBits,leastSigBits,Sig|Bits,/classes/class[@source='java.util.UUID']/field[@source='leastSigBits']
class-field,java.util.UUID,mostSigBits,mostSigBits,mostSigBits,most|Sig|Bits,/classes/class[@source='java.util.UUID']/field[@source='mostSigBits']
class-field,java.util.Vector,com.db4o.config.TNull,TNull,tNull,T|Null,/classes/class[@source='java.util.Vector']/field[@source='com.db4o.config.TNull']
class-field,gest.borne.MaintBorne,mIDBorne,mIDBorne,mIdBorne,m,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mIDBorne']
class-field,gest.borne.MaintBorne,mDateActivite,mDateActivite,mDateActivite,m|Date,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mDateActivite']
class-field,gest.borne.MaintBorne,mDateCreation,mDateCreation,mDateCreation,m|Date,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mDateCreation']
class-field,gest.borne.MaintBorne,mIDTypeMaint,mIDTypeMaint,mIdTypeMaint,m|Type,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mIDTypeMaint']
class-field,gest.borne.MaintBorne,mCoutMaint,mCoutMaint,mCoutMaint,m|Cout,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mCoutMaint']
class-field,gest.borne.MaintBorne,mRefComptable,mRefComptable,mReferenceComptable,m,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mRefComptable']
class-field,gest.borne.MaintBorne,mVectAnom,mVectAnom,mVectAnom,m|Vect|Anom,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mVectAnom']
class-field,gest.borne.MaintBorne,mTestDebit,mTestDebit,mTestDebit,m|Test,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mTestDebit']
class-field,gest.borne.MaintBorne,mCalcDebit,mCalcDebit,mCalcDebit,m|Calc,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mCalcDebit']
class-field,gest.borne.MaintBorne,mCorrection,mCorrection,mCorrection,m,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mCorrection']
class-field,gest.borne.MaintBorne,mIDAnomBorne,mIDAnomBorne,mIdAnomBorne,m|Anom,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mIDAnomBorne']
class-field,gest.borne.MaintBorne,mPriorite,mPriorite,mPriorite,m,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mPriorite']
class-field,gest.borne.MaintBorne,mNoteAnom,mNoteAnom,mNoteAnom,m|Note|Anom,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mNoteAnom']
class-field,gest.borne.MaintBorne,mProvenance,mProvenance,mProvenance,m,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mProvenance']
class-field,gest.borne.MaintBorne,mVectMaintBornePiece,mVectMaintBornePiece,mVectMaintBornePiece,m|Vect,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mVectMaintBornePiece']
class-field,gest.borne.MaintBorne,mVectHistoActivite,mVectHistoActivite,mVectHistoActivite,m|Vect,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mVectHistoActivite']
class-field,gest.borne.MaintBorne,mVectInfoHistoEmploye,mVectInfoHistoEmploye,mVectInformationHistoEmploye,m|Vect,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mVectInfoHistoEmploye']
class-field,gest.borne.MaintBorne,mNumActivite,mNumActivite,mNumeroActivite,m,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mNumActivite']
class-field,gest.borne.MaintBorne,mIdentJour,mIdentJour,mIdentJour,m|Jour,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mIdentJour']
class-field,gest.borne.MaintBorne,mDateIdent,mDateIdent,mDateIdent,m|Date,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mDateIdent']
class-field,gest.borne.MaintBorne,mDateCompletee,mDateCompletee,mDateCompletee,m|Date,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mDateCompletee']
class-field,gest.borne.MaintBorne,mStatut,mStatut,mStatut,m,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mStatut']
class-field,gest.borne.MaintBorne,mIDAuteur,mIDAuteur,mIdAuteur,m,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mIDAuteur']
class-field,gest.borne.MaintBorne,mIDResponsable,mIDResponsable,mIdResponsable,m,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mIDResponsable']
class-field,gest.borne.MaintBorne,mIDAssigneA,mIDAssigneA,mIdAssigneA,m|A,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mIDAssigneA']
class-field,gest.borne.MaintBorne,mVectEtape,mVectEtape,mVectEtape,m|Vect,/classes/class[@source='gest.borne.MaintBorne']/field[@source='mVectEtape']
class-field,gest.equipement.EquipConsom,mCoutAcquisition,coutAcquisition,coutAcquisition,cout,/classes/class[@source='gest.equipement.EquipConsom']/field[@source='mCoutAcquisition']
class-field,gest.equipement.EquipConsom,mIDTypeEquipement,idTypeEquipement,idTypeEquipement,Type,/classes/class[@source='gest.equipement.EquipConsom']/field[@source='mIDTypeEquipement']
class-field,gest.formation.FormMateriel,mIDTypeEquipement,idTypeEquipement,idTypeEquipement,Type,/classes/class[@source='gest.formation.FormMateriel']/field[@source='mIDTypeEquipement']
class-field,gest.gen.IntervalleInt,mValDe,valeurDe,valeurDe,De,/classes/class[@source='gest.gen.IntervalleInt']/field[@source='mValDe']
class-field,gest.gen.IntervalleInt,mValA,valeurA,valeurA,A,/classes/class[@source='gest.gen.IntervalleInt']/field[@source='mValA']
class-field,gest.horaire.CritereAttribDispo,mTousTypeActiv,tousTypeActivite,tousTypeActivite,tous|Type,/classes/class[@source='gest.horaire.CritereAttribDispo']/field[@source='mTousTypeActiv']
class-field,gest.horaire.CritereAttribDispo,mVectIDTypeActiv,listeIDTypeActivite,listeIdTypeActivite,Type,/classes/class[@source='gest.horaire.CritereAttribDispo']/field[@source='mVectIDTypeActiv']
class-field,gest.horaire.CritereAttribDispo,mPrioriteAuMin,prioriteAuMin,prioriteAuMinimum,Au,/classes/class[@source='gest.horaire.CritereAttribDispo']/field[@source='mPrioriteAuMin']
class-field,gest.horaire.CritereAttribDispo,mCalculHeuresHorCourant,calculHeuresHorCourant,calculHeuresHorCourant,Hor,/classes/class[@source='gest.horaire.CritereAttribDispo']/field[@source='mCalculHeuresHorCourant']
class-field,gest.horaire.EmplReserv,mTypeAttrib,typeAttribution,typeAttribution,type,/classes/class[@source='gest.horaire.EmplReserv']/field[@source='mTypeAttrib']
class-field,gest.horaire.GroupeRondeSelection,mTypeSelection,typeSelection,typeSelection,type,/classes/class[@source='gest.horaire.GroupeRondeSelection']/field[@source='mTypeSelection']
class-field,gest.horaire.GroupeRondeSelection,mDispoSensRonde,dispoSensRonde,disponibleSensRonde,Sens,/classes/class[@source='gest.horaire.GroupeRondeSelection']/field[@source='mDispoSensRonde']
class-field,gest.horaire.HorRestrictEmploye,mNbrHreReservToutHoraire,nombreHeuresReservationToutHoraire,nombreHeuresReservationToutHoraire,Tout,/classes/class[@source='gest.horaire.HorRestrictEmploye']/field[@source='mNbrHreReservToutHoraire']
class-field,gest.horaire.HorRestrictEmploye,mVectIDModeleHorQuart,listeIDModeleHorQuart,listeIdModeleHorQuart,Hor,/classes/class[@source='gest.horaire.HorRestrictEmploye']/field[@source='mVectIDModeleHorQuart']
class-field,gest.horaire.HorRestrictEmploye,mTypeLimite,typeLimite,typeLimite,type,/classes/class[@source='gest.horaire.HorRestrictEmploye']/field[@source='mTypeLimite']
class-field,gest.horaire.HorRestrictQuart,mTypeLimite,typeLimite,typeLimite,type,/classes/class[@source='gest.horaire.HorRestrictQuart']/field[@source='mTypeLimite']
class-field,gest.horaire.Horaire$NCalcVectQuartAttribRetValues,iVectTmpHorQuart,listeTmpHorQuart,listeTemporaireHorQuart,Hor,/classes/class[@source='gest.horaire.Horaire$NCalcVectQuartAttribRetValues']/field[@source='iVectTmpHorQuart']
class-field,gest.horaire.PreHorQuart,mIDModeleHorQuart,idModeleHorQuart,idModeleHorQuart,Hor,/classes/class[@source='gest.horaire.PreHorQuart']/field[@source='mIDModeleHorQuart']
class-field,gest.horaire.PreHorQuart,mVectHorRestrict,listeHorRestrict,listeHorRestrict,Hor,/classes/class[@source='gest.horaire.PreHorQuart']/field[@source='mVectHorRestrict']
class-field,gest.horaire.PreHorQuart,mHshTempsHorPrec,hshTempsHorPrec,hshTempsHorPrec,hsh|Hor|Prec,/classes/class[@source='gest.horaire.PreHorQuart']/field[@source='mHshTempsHorPrec']
class-field,gest.horaire.PreHorQuart,mVectIDEmplAttrib,listeIDEmplAttrib,listeIdEmplAttrib,Empl,/classes/class[@source='gest.horaire.PreHorQuart']/field[@source='mVectIDEmplAttrib']
class-field,gest.horaire.PreHorQuart,mIDTypeActiviteProf,idTypeActiviteProf,idTypeActiviteProf,Type|Prof,/classes/class[@source='gest.horaire.PreHorQuart']/field[@source='mIDTypeActiviteProf']
class-field,gest.horaire.RondeReserv,mNbrMaxParRonde,nombreMaximumParRonde,nombreMaximumParRonde,Par,/classes/class[@source='gest.horaire.RondeReserv']/field[@source='mNbrMaxParRonde']
class-field,gest.prevention.Report,mDate,date,date,date,/classes/class[@source='gest.prevention.Report']/field[@source='mDate']
class-field,gest.prevention.Report,mNote,note,note,note,/classes/class[@source='gest.prevention.Report']/field[@source='mNote']
class-field,gest.prevention.Report,mDateReport,dateReport,dateReport,date,/classes/class[@source='gest.prevention.Report']/field[@source='mDateReport']
class-field,gest.rci.Disjoncteur$NFusible,iNom,nom,nom,nom,/classes/class[@source='gest.rci.Disjoncteur$NFusible']/field[@source='iNom']
class-field,gest.rci.Fait,mFait,fait,fait,fait,/classes/class[@source='gest.rci.Fait']/field[@source='mFait']
class-field,gest.rci.VehImplique,mRetrouvePar,retrouvePar,retrouvePar,Par,/classes/class[@source='gest.rci.VehImplique']/field[@source='mRetrouvePar']
class-field,gest.rci.VehImplique,mRetrouveLieu,retrouveLieu,retrouveLieu,Lieu,/classes/class[@source='gest.rci.VehImplique']/field[@source='mRetrouveLieu']
class-field,gest.rci.VehImplique,mRetrouveParAdresse,retrouveParAdresse,retrouveParAdresse,Par,/classes/class[@source='gest.rci.VehImplique']/field[@source='mRetrouveParAdresse']
class-field,gest.rci.VehImplique,mVectCarrosserie,listeCarr,listeCarr,Carr,/classes/class[@source='gest.rci.VehImplique']/field[@source='mVectCarrosserie']
class-field,gest.rci.VehImplique,mVectIntPiece,listeIntPiece,listeIntPiece,Int,/classes/class[@source='gest.rci.VehImplique']/field[@source='mVectIntPiece']
class-field,gest.rci.VehImplique,mVectPneu,listePneu,listePneu,Pneu,/classes/class[@source='gest.rci.VehImplique']/field[@source='mVectPneu']
class-field,gest.secCiv.MesurePrev,mEtatDoc,etatDoc,etatDocument,etat,/classes/class[@source='gest.secCiv.MesurePrev']/field[@source='mEtatDoc']
class-field,gest.secCiv.MesurePrev,mVectDroitAccesRessSecCiv,listeDroitAccesRessSecCiv,listeDroitAccesRessSecCiv,Ress|Sec|Civ,/classes/class[@source='gest.secCiv.MesurePrev']/field[@source='mVectDroitAccesRessSecCiv']
class-field,gest.secCiv.Mission,mEtatDoc,etatDoc,etatDocument,etat,/classes/class[@source='gest.secCiv.Mission']/field[@source='mEtatDoc']
class-field,gest.secCiv.Mission,mVectDroitAccesRessSecCiv,listeDroitAccesRessSecCiv,listeDroitAccesRessSecCiv,Ress|Sec|Civ,/classes/class[@source='gest.secCiv.Mission']/field[@source='mVectDroitAccesRessSecCiv']
class-field,gest.secCiv.Mission,mHashResponsabilite,hashResponsabilite,hashResponsabilite,hash,/classes/class[@source='gest.secCiv.Mission']/field[@source='mHashResponsabilite']
class-field,gest.secCiv.Objectif,mVectIDNivAlerte,listeIDNivAlerte,listeIdNivAlerte,Niv,/classes/class[@source='gest.secCiv.Objectif']/field[@source='mVectIDNivAlerte']
class-field,gest.secCiv.OutilExterne,mTypeOutil,typeOutil,typeOutil,type,/classes/class[@source='gest.secCiv.OutilExterne']/field[@source='mTypeOutil']
class-field,gest.secCiv.PPI,mVectNMission,listeNMission,listeNMission,N,/classes/class[@source='gest.secCiv.PPI']/field[@source='mVectNMission']
class-field,gest.secCiv.PPI,mEtatDoc,etatDoc,etatDocument,etat,/classes/class[@source='gest.secCiv.PPI']/field[@source='mEtatDoc']
class-field,gest.secCiv.PPI,mVectIDDossPrev,listeIDDossPrev,listeIdDossPrevision,Doss,/classes/class[@source='gest.secCiv.PPI']/field[@source='mVectIDDossPrev']
class-field,gest.secCiv.PPI,mVectDroitAccesRessSecCiv,listeDroitAccesRessSecCiv,listeDroitAccesRessSecCiv,Ress|Sec|Civ,/classes/class[@source='gest.secCiv.PPI']/field[@source='mVectDroitAccesRessSecCiv']
class-field,gest.secCiv.PPI$NMission,iIDMission,iIDMission,iIdMission,i,/classes/class[@source='gest.secCiv.PPI$NMission']/field[@source='iIDMission']
class-field,gest.secCiv.PPI$NMission,iVisible,iVisible,iVisible,i,/classes/class[@source='gest.secCiv.PPI$NMission']/field[@source='iVisible']
class-field,gest.secCiv.PPI$NMission,iTexte,iTexte,iTexte,i,/classes/class[@source='gest.secCiv.PPI$NMission']/field[@source='iTexte']
class-field,gest.secCiv.PPI$NMission,iVectObjectif,iVectObjectif,iVectObjectif,i|Vect,/classes/class[@source='gest.secCiv.PPI$NMission']/field[@source='iVectObjectif']
class-field,gest.secCiv.Risque,mEtatDoc,etatDoc,etatDocument,etat,/classes/class[@source='gest.secCiv.Risque']/field[@source='mEtatDoc']
class-field,gest.secCiv.Risque,mVectDroitAccesRessSecCiv,listeDroitAccesRessSecCiv,listeDroitAccesRessSecCiv,Ress|Sec|Civ,/classes/class[@source='gest.secCiv.Risque']/field[@source='mVectDroitAccesRessSecCiv']
class-field,gest.secCiv.Verif,mVectTypeChampPerso,listeTypeChampPerso,listeTypeChampPerso,Type,/classes/class[@source='gest.secCiv.Verif']/field[@source='mVectTypeChampPerso']
class-field,gest.typePrev.TypePrev$NSignature,iNomSignature,nomSignature,nomSignature,nom,/classes/class[@source='gest.typePrev.TypePrev$NSignature']/field[@source='iNomSignature']
class-field,gest.veh.VehMec,mEtat,etat,etat,etat,/classes/class[@source='gest.veh.VehMec']/field[@source='mEtat']
